offer_accepted,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,259.25,6,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,823.75,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,1003.00,4,4,1,Yes,1,Low,Medium,"Medium Low Target"
No,947.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1049.25,5,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1470.00,1,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1001.25,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1239.25,5,2,1,Yes,1,Low,Medium,"Medium Low Target"
Yes,1052.50,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1168.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1100.00,5,3,1,Yes,2,Medium,Low,"Medium Low Target"
No,741.00,3,2,2,No,2,Medium,Low,"Medium Low Target"
No,1360.75,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1182.25,3,4,1,Yes,1,Medium,Low,"Medium Low Target"
No,935.50,3,2,1,No,1,Low,Medium,"Medium Low Target"
No,1129.75,4,2,2,No,1,Low,Medium,"Medium Low Target"
No,951.25,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,799.00,5,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,268.25,4,3,1,No,1,Medium,Medium,"Medium Low Target"
Yes,629.75,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,735.75,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1045.75,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,1071.50,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,906.75,2,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1173.25,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1269.75,6,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1062.25,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,936.00,5,2,2,No,1,Low,Medium,"Medium Low Target"
No,691.50,3,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,1210.25,2,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1161.25,2,3,1,Yes,2,Low,Medium,"Medium Low Target"
No,678.25,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1049.75,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1489.25,6,2,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,1034.00,4,4,1,No,1,Medium,Low,"Medium Low Target"
No,1030.25,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,1265.00,3,1,1,No,2,Medium,Low,"Medium Low Target"
Yes,949.25,5,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,959.00,2,2,1,No,1,Medium,Low,"Medium Low Target"
Yes,1081.25,3,2,1,No,1,Low,Medium,"Medium Low Target"
No,1150.00,2,3,3,No,1,Low,Medium,"Medium Low Target"
Yes,1215.50,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,1021.50,2,2,1,No,2,Low,Medium,"Medium Low Target"
No,749.25,1,1,1,No,1,Medium,Low,"Medium Low Target"
No,1207.50,2,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1168.25,3,2,1,No,1,Low,Medium,"Medium Low Target"
No,1263.00,3,1,1,No,1,Medium,Low,"Medium Low Target"
No,1019.75,1,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,197.75,4,1,3,No,1,Medium,Medium,"Medium Low Target"
Yes,806.25,3,1,1,No,2,Low,Medium,"Medium Low Target"
No,307.50,2,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1355.50,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,992.50,4,4,1,Yes,1,Low,Medium,"Medium Low Target"
Yes,1066.50,5,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1176.00,3,4,1,Yes,1,Medium,Low,"Medium Low Target"
No,1031.00,5,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1336.25,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,905.00,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1019.50,2,2,1,No,1,Low,Medium,"Medium Low Target"
No,1144.50,4,4,1,No,2,Medium,Low,"Medium Low Target"
No,1437.75,5,4,1,No,1,Medium,Low,"Medium Low Target"
No,909.75,3,2,1,Yes,2,Medium,Low,"Medium Low Target"
Yes,977.50,3,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,995.25,3,2,2,Yes,2,Low,Medium,"Medium Low Target"
No,1378.50,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1007.25,5,3,1,No,1,Medium,Low,"Medium Low Target"
No,1058.00,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,329.50,2,1,1,No,1,Medium,Medium,"Medium Low Target"
No,1201.50,4,1,2,No,1,Low,Medium,"Medium Low Target"
No,866.50,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1002.25,5,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,958.50,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,754.75,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,933.00,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1004.75,5,2,1,No,2,Medium,Low,"Medium Low Target"
Yes,1191.75,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,982.00,3,1,2,No,1,Low,Medium,"Medium Low Target"
Yes,1002.50,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1102.25,5,3,1,No,1,Medium,Low,"Medium Low Target"
Yes,1079.00,3,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,1041.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,654.00,3,1,1,No,1,Low,Medium,"Medium Low Target"
No,221.50,4,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,819.75,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,718.00,4,2,1,No,2,Low,Medium,"Medium Low Target"
No,668.50,4,2,2,No,1,Medium,Low,"Medium Low Target"
No,1331.25,3,1,1,No,2,Medium,Low,"Medium Low Target"
No,1128.00,3,2,1,No,1,Low,Medium,"Medium Low Target"
No,946.25,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1108.50,1,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,834.25,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,227.25,2,2,1,No,1,Medium,Medium,"Medium Low Target"
No,275.75,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,911.75,6,3,1,Yes,2,Medium,Low,"Medium Low Target"
No,1083.50,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1016.50,4,2,1,No,1,Low,Medium,"Medium Low Target"
No,390.75,5,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1146.00,3,2,2,No,2,Low,Medium,"Medium Low Target"
No,1024.25,4,2,1,No,1,Medium,Low,"Medium Low Target"
Yes,1242.50,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,588.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1084.75,3,1,2,Yes,1,Low,Medium,"Medium Low Target"
No,1181.00,5,4,1,Yes,1,Medium,Low,"Medium Low Target"
No,306.50,2,2,1,Yes,2,Medium,Medium,"Medium Low Target"
No,282.50,3,1,2,Yes,1,Medium,Medium,"Medium Low Target"
No,767.50,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1096.25,3,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1307.75,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1022.25,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,930.50,4,1,1,No,2,Low,Medium,"Medium Low Target"
No,920.75,1,2,1,No,1,Medium,Low,"Medium Low Target"
No,999.00,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,243.75,5,1,1,No,1,Medium,Medium,"Medium Low Target"
No,1284.75,3,1,2,Yes,1,Medium,Low,"Medium Low Target"
Yes,1227.25,3,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1175.75,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,285.50,3,1,3,Yes,1,Medium,Medium,"Medium Low Target"
No,1301.25,2,2,1,No,1,Medium,Low,"Medium Low Target"
No,1234.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,975.00,4,2,2,Yes,2,Medium,Low,"Medium Low Target"
No,1020.50,3,2,2,No,1,Low,Medium,"Medium Low Target"
No,722.25,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1153.50,3,3,2,Yes,1,Low,Medium,"Medium Low Target"
No,1044.50,2,2,1,Yes,1,Low,Medium,"Medium Low Target"
Yes,1131.25,5,2,1,No,1,Medium,Low,"Medium Low Target"
No,1107.25,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1393.25,2,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,1272.75,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,936.00,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1015.25,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1309.50,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1200.75,5,3,2,Yes,1,Low,Medium,"Medium Low Target"
No,1049.50,2,1,2,Yes,2,Medium,Low,"Medium Low Target"
No,1420.00,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,938.00,3,2,2,Yes,2,Low,Medium,"Medium Low Target"
No,752.75,3,1,1,No,1,Medium,Low,"Medium Low Target"
No,786.00,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,805.25,5,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,980.00,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1233.50,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1013.50,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1230.50,2,3,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,1240.50,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,733.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,945.25,5,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1126.75,4,1,1,No,1,Low,Medium,"Medium Low Target"
Yes,740.25,1,3,2,Yes,1,Low,Medium,"Medium Low Target"
No,894.75,2,2,1,No,1,Low,Medium,"Medium Low Target"
No,1554.50,4,1,1,No,1,Low,Medium,"Medium Low Target"
No,1394.00,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,172.25,3,2,1,Yes,2,Medium,Medium,"Medium Low Target"
No,1056.25,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1267.25,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,791.25,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1007.75,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1194.75,5,2,1,No,1,Low,Medium,"Medium Low Target"
No,1113.75,5,1,1,No,1,Medium,Low,"Medium Low Target"
Yes,1239.00,2,3,1,Yes,2,Medium,Low,"Medium Low Target"
No,1065.00,3,2,1,No,1,Low,Medium,"Medium Low Target"
No,1053.75,1,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1050.25,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1081.25,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1222.25,5,3,1,No,2,Medium,Low,"Medium Low Target"
Yes,1038.00,3,3,2,Yes,1,Low,Medium,"Medium Low Target"
Yes,1315.25,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,372.50,4,2,1,No,1,Medium,Medium,"Medium Low Target"
No,233.75,2,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1090.25,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1038.75,3,1,1,No,2,Medium,Low,"Medium Low Target"
No,940.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,648.75,4,2,3,Yes,1,Low,Medium,"Medium Low Target"
No,715.75,6,2,1,No,1,Medium,Low,"Medium Low Target"
No,1441.25,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1506.50,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,692.00,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,666.00,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1175.25,3,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,783.00,3,2,1,Yes,3,Medium,Low,"Medium Low Target"
Yes,1288.25,3,1,2,No,2,Medium,Low,"Medium Low Target"
No,846.25,2,4,1,Yes,1,Low,Medium,"Medium Low Target"
No,897.25,3,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1071.00,4,2,2,Yes,1,Low,Medium,"Medium Low Target"
Yes,1129.00,5,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1296.50,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1092.00,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,951.75,5,3,1,Yes,2,Medium,Low,"Medium Low Target"
No,1402.25,3,2,2,No,1,Medium,Low,"Medium Low Target"
No,1065.00,2,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1196.00,2,1,2,No,2,Low,Medium,"Medium Low Target"
No,284.25,5,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1146.25,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,1073.50,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1404.50,4,1,1,No,2,Medium,Low,"Medium Low Target"
No,1120.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1056.50,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1222.75,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1327.00,2,3,1,No,2,Low,Medium,"Medium Low Target"
No,1579.50,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1058.25,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,1108.25,3,2,1,Yes,2,Low,Medium,"Medium Low Target"
Yes,1130.75,6,2,1,No,2,Medium,Low,"Medium Low Target"
No,956.25,3,1,1,No,1,Low,Medium,"Medium Low Target"
No,1487.50,1,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,210.75,5,1,2,Yes,1,Medium,Medium,"Medium Low Target"
No,996.00,2,1,1,No,1,Medium,Low,"Medium Low Target"
No,1305.75,5,2,2,No,2,Medium,Low,"Medium Low Target"
No,988.50,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1310.75,1,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,816.00,5,2,1,No,1,Medium,Low,"Medium Low Target"
No,965.50,5,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1297.00,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,975.00,3,1,2,Yes,2,Medium,Low,"Medium Low Target"
No,1212.25,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1248.50,2,3,1,No,1,Medium,Low,"Medium Low Target"
No,1264.00,4,2,1,No,2,Medium,Low,"Medium Low Target"
No,1108.25,4,1,1,Yes,2,Low,Medium,"Medium Low Target"
No,281.00,4,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1302.00,5,3,1,No,1,Low,Medium,"Medium Low Target"
Yes,1260.00,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1025.75,3,4,2,Yes,1,Medium,Low,"Medium Low Target"
No,1191.75,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,926.25,5,1,2,Yes,1,Low,Medium,"Medium Low Target"
No,1040.75,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,991.50,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,48.25,4,1,2,Yes,1,Medium,Medium,"Medium Low Target"
No,1140.25,2,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1047.75,4,1,1,No,2,Medium,Low,"Medium Low Target"
No,169.50,5,3,2,No,1,Medium,Medium,"Medium Low Target"
No,211.25,2,2,2,No,1,Medium,Medium,"Medium Low Target"
No,994.75,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1301.50,4,3,1,Yes,1,Low,Medium,"Medium Low Target"
No,1297.00,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,915.00,3,1,1,No,1,Low,Medium,"Medium Low Target"
No,1092.00,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1216.50,4,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1298.75,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1312.75,3,1,1,No,1,Medium,Low,"Medium Low Target"
No,1166.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,296.25,1,2,1,No,1,Medium,Medium,"Medium Low Target"
No,983.25,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,849.00,4,3,1,No,1,Low,Medium,"Medium Low Target"
No,1156.75,3,2,2,No,2,Medium,Low,"Medium Low Target"
No,1337.50,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,983.75,3,1,1,No,1,Medium,Low,"Medium Low Target"
No,1224.00,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1234.75,2,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,740.25,3,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,631.00,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1074.75,3,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,1161.75,3,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1067.50,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1033.25,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1077.00,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1262.50,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1377.00,3,1,1,No,1,Medium,Low,"Medium Low Target"
No,350.25,3,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1322.25,4,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,279.00,4,3,1,Yes,1,Medium,Medium,"Medium Low Target"
No,158.50,3,1,1,Yes,2,Medium,Medium,"Medium Low Target"
No,753.75,4,2,1,Yes,2,Medium,Low,"Medium Low Target"
Yes,737.50,6,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1126.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1070.25,4,2,1,No,1,Low,Medium,"Medium Low Target"
No,260.25,2,2,1,Yes,2,Medium,Medium,"Medium Low Target"
No,230.25,5,3,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1080.75,3,3,1,Yes,2,Low,Medium,"Medium Low Target"
No,1357.50,5,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,246.75,4,2,1,Yes,2,Medium,Medium,"Medium Low Target"
No,1182.75,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,935.50,4,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1030.25,1,2,2,No,1,Medium,Low,"Medium Low Target"
No,1225.75,4,3,1,No,1,Medium,Low,"Medium Low Target"
No,1223.00,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1209.50,5,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,1275.75,5,3,1,No,1,Medium,Low,"Medium Low Target"
No,902.50,2,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,901.50,2,4,1,No,1,Low,Medium,"Medium Low Target"
No,728.00,2,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,218.50,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1022.00,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,860.50,4,3,2,No,2,Medium,Low,"Medium Low Target"
No,1025.00,5,2,2,Yes,1,Low,Medium,"Medium Low Target"
No,693.00,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,831.25,5,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,1039.50,3,1,2,Yes,1,Low,Medium,"Medium Low Target"
No,1207.75,4,2,1,Yes,3,Medium,Low,"Medium Low Target"
No,268.75,2,2,1,Yes,2,Medium,Medium,"Medium Low Target"
No,297.25,3,1,1,Yes,1,Medium,Medium,"Medium Low Target"
Yes,891.25,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1080.50,5,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,956.25,4,1,1,No,1,Low,Medium,"Medium Low Target"
No,1036.75,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
Yes,940.25,2,2,1,No,1,Medium,Low,"Medium Low Target"
No,875.75,2,1,3,Yes,1,Low,Medium,"Medium Low Target"
No,1040.25,3,2,2,No,1,Medium,Low,"Medium Low Target"
No,1069.00,2,1,1,No,2,Medium,Low,"Medium Low Target"
No,939.50,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1148.75,6,1,1,No,1,Medium,Low,"Medium Low Target"
No,1169.50,4,4,1,No,1,Medium,Low,"Medium Low Target"
No,1199.50,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,261.25,3,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1006.50,2,2,2,No,2,Low,Medium,"Medium Low Target"
No,1051.50,3,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,204.75,3,1,1,No,1,Medium,Medium,"Medium Low Target"
Yes,169.25,4,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,910.75,2,3,1,No,1,Low,Medium,"Medium Low Target"
Yes,1123.50,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1096.00,2,1,1,No,1,Medium,Low,"Medium Low Target"
No,186.25,3,2,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1060.50,4,2,2,Yes,1,Medium,Low,"Medium Low Target"
Yes,905.50,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,895.50,4,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,1187.00,5,3,1,No,1,Medium,Low,"Medium Low Target"
No,921.75,2,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1328.00,4,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,1056.00,2,1,1,No,1,Low,Medium,"Medium Low Target"
No,1064.50,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,926.50,1,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1104.50,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,286.00,3,1,1,No,1,Medium,Medium,"Medium Low Target"
No,715.75,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,887.00,6,3,1,Yes,2,Low,Medium,"Medium Low Target"
No,693.75,2,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1103.25,3,4,1,No,1,Medium,Low,"Medium Low Target"
No,891.00,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,918.25,3,2,1,No,1,Medium,Low,"Medium Low Target"
No,1036.25,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,731.50,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,168.75,5,2,2,No,1,Medium,Medium,"Medium Low Target"
No,1172.00,4,3,1,No,1,Low,Medium,"Medium Low Target"
No,679.75,3,1,1,No,1,Medium,Low,"Medium Low Target"
No,1159.75,3,2,1,Yes,2,Low,Medium,"Medium Low Target"
Yes,1315.25,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,1325.75,1,1,1,No,1,Low,Medium,"Medium Low Target"
No,232.50,3,4,1,Yes,2,Medium,Medium,"Medium Low Target"
No,281.00,3,1,2,Yes,1,Medium,Medium,"Medium Low Target"
No,1108.50,5,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,785.00,4,4,1,No,2,Low,Medium,"Medium Low Target"
No,1296.00,5,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1040.00,5,1,1,No,2,Low,Medium,"Medium Low Target"
No,314.50,4,1,1,No,1,Medium,Medium,"Medium Low Target"
No,736.50,3,2,1,No,1,Medium,Low,"Medium Low Target"
Yes,1310.25,4,3,1,No,1,Medium,Low,"Medium Low Target"
No,883.75,2,3,2,Yes,1,Medium,Low,"Medium Low Target"
No,1008.50,3,2,2,No,1,Medium,Low,"Medium Low Target"
No,803.75,2,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,1235.50,2,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,1134.00,3,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1111.25,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,1154.25,3,1,2,Yes,1,Medium,Low,"Medium Low Target"
No,687.50,3,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,241.50,1,2,1,No,1,Medium,Medium,"Medium Low Target"
No,294.00,6,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1061.50,3,1,1,No,1,Low,Medium,"Medium Low Target"
No,770.75,4,3,2,Yes,2,Medium,Low,"Medium Low Target"
No,752.75,5,2,2,Yes,2,Low,Medium,"Medium Low Target"
No,626.75,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,861.75,3,1,2,No,1,Medium,Low,"Medium Low Target"
No,1187.25,3,2,2,No,1,Medium,Low,"Medium Low Target"
Yes,748.25,2,2,1,Yes,1,Low,Medium,"Medium Low Target"
Yes,1143.50,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1168.25,5,1,1,No,1,Medium,Low,"Medium Low Target"
No,997.50,3,3,1,No,1,Medium,Low,"Medium Low Target"
No,1075.00,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1046.75,4,3,1,No,2,Medium,Low,"Medium Low Target"
No,928.00,3,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,258.25,4,2,1,No,1,Medium,Medium,"Medium Low Target"
No,1150.00,4,3,1,No,1,Medium,Low,"Medium Low Target"
No,802.50,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
Yes,940.50,4,2,1,No,1,Low,Medium,"Medium Low Target"
No,997.50,4,1,2,Yes,1,Low,Medium,"Medium Low Target"
No,1358.75,3,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,794.50,4,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1008.25,4,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,902.75,4,1,1,No,2,Low,Medium,"Medium Low Target"
No,981.75,4,2,1,Yes,1,Low,Medium,"Medium Low Target"
No,794.75,3,2,1,Yes,2,Medium,Low,"Medium Low Target"
No,975.75,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,763.75,1,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,1351.25,2,1,1,Yes,1,Low,Medium,"Medium Low Target"
No,748.75,3,3,1,No,1,Medium,Low,"Medium Low Target"
No,994.50,2,1,1,No,1,Low,Medium,"Medium Low Target"
No,1212.25,5,2,1,No,1,Low,Medium,"Medium Low Target"
No,1019.50,2,3,1,Yes,2,Low,Medium,"Medium Low Target"
No,897.00,4,2,1,No,1,Medium,Low,"Medium Low Target"
No,1311.75,3,3,1,Yes,1,Medium,Low,"Medium Low Target"
No,1418.75,2,2,2,No,1,Low,Medium,"Medium Low Target"
No,1267.00,5,2,1,Yes,1,Medium,Low,"Medium Low Target"
No,1097.25,1,2,1,No,1,Low,Medium,"Medium Low Target"
No,1140.25,5,1,1,Yes,1,Medium,Low,"Medium Low Target"
No,925.75,2,2,2,Yes,1,Medium,Low,"Medium Low Target"
No,179.00,3,1,1,Yes,1,Medium,Medium,"Medium Low Target"
No,1016.75,5,1,1,No,3,Medium,Low,"Medium Low Target"
No,736.00,4,1,1,No,1,Medium,Low,"Medium Low Target"
No,1334.00,4,1,1,Yes,2,Medium,Low,"Medium Low Target"
No,245.75,2,3,1,Yes,1,Medium,Medium,"Medium Low Target"
